id,status_group
38052,functional
29895,functional
6333,functional
13044,functional
24832,functional
66043,non functional
2043,functional
16304,non functional
18548,functional
33577,functional
23524,functional
9174,functional
31827,functional
14957,functional
47711,functional
9321,functional
40945,functional
63507,non functional
28438,functional
37265,functional
65696,functional
64228,functional
37816,non functional
31809,functional
18040,functional
8950,functional
56229,functional
37125,functional
21961,functional
61269,functional
33277,functional
54626,functional
19903,functional
36017,functional
34553,functional
59843,functional
57575,functional
11335,functional
13145,functional
16940,functional
37477,functional
63598,functional
44353,functional
53658,functional
19737,functional
5237,functional
62222,functional
12902,functional
44967,functional
7937,functional
43985,functional
46924,non functional
69815,functional
48697,functional
55988,non functional
3949,non functional
155,functional
43066,functional
51224,functional
71866,functional
9734,non functional
32113,functional
69770,functional
18286,functional
63378,functional
38560,functional
35790,functional
14852,functional
14114,functional
61376,functional
34424,functional
13461,functional
47223,functional
71048,functional
1781,functional
73317,non functional
73438,functional
1822,functional
53257,functional
56453,functional
685,functional
44528,non functional
29939,functional
49549,functional
8173,functional
63260,functional
64859,functional
5443,functional
4737,non functional
47808,non functional
992,non functional
32467,functional
42660,non functional
68458,non functional
36260,functional
12702,functional
21463,functional
66013,functional
28849,functional
67257,functional
71802,functional
31707,functional
39316,functional
26101,non functional
7883,functional
39463,functional
74181,functional
74153,non functional
47447,functional
6533,functional
14468,functional
71872,functional
4559,functional
12750,functional
27398,functional
71495,functional
37808,functional
29509,functional
16117,functional
61903,functional
8142,functional
26610,functional
11203,functional
67195,non functional
39860,functional
47437,functional
12399,non functional
40888,functional
63657,non functional
70866,functional
34916,non functional
37248,functional
48590,functional
68360,functional
69464,functional
24090,functional
17158,functional
48134,non functional
31991,non functional
30548,functional
59607,functional
68062,functional
72158,functional
33210,functional
51434,functional
25649,functional
48561,functional
43678,non functional
1887,functional
37609,functional
12670,non functional
20612,functional
51496,functional
64631,functional
61247,functional
30964,functional
64158,functional
34866,functional
57067,functional
47334,functional
17559,functional
34798,functional
46450,non functional
56047,non functional
5456,functional
67961,functional
48719,functional
71751,non functional
7084,functional
12644,functional
42842,functional
57583,functional
19707,functional
10345,functional
69992,functional
60813,functional
67270,functional
35400,functional
68340,functional
68714,functional
18944,functional
52114,functional
60847,functional
34757,functional
39539,functional
16799,functional
68112,functional
52118,functional
20660,functional
21520,functional
31114,functional
22708,functional
52296,functional
71498,functional
57034,functional
71733,functional
31417,functional
60931,functional
50205,non functional
71233,functional
22586,functional
53543,functional
27728,functional
67323,functional
55713,functional
893,functional
28002,functional
31475,functional
36465,functional
63198,functional
27989,functional
4217,functional
16277,functional
67792,functional
15902,functional
62846,functional
52959,functional
51817,functional
43049,functional
23655,functional
50177,functional
68410,functional
52868,non functional
43194,functional
54800,functional
53596,non functional
44296,functional
62012,functional
10798,functional
65548,non functional
31089,functional
73977,functional
28997,functional
37767,functional
33856,non functional
44712,functional
63580,functional
56465,functional
807,functional
20734,functional
28158,functional
25537,functional
35835,functional
8315,functional
28577,functional
29624,functional
47343,functional
53401,functional
66226,functional
49776,functional
32462,non functional
7515,functional
73360,functional
3703,functional
52186,functional
10027,functional
6647,functional
69208,functional
2723,functional
66744,functional
69098,functional
26020,functional
18906,functional
52397,functional
16504,functional
1499,functional
56965,functional
4261,functional
69863,functional
59024,functional
29550,functional
54504,functional
34868,functional
8320,functional
10202,functional
25264,functional
13089,functional
60120,functional
56256,functional
51177,functional
44188,functional
6749,functional
26170,functional
67946,functional
38173,functional
50822,functional
34789,functional
25800,non functional
10022,functional
63044,functional
59539,functional
35448,non functional
6452,functional
4384,functional
50032,non functional
41920,functional
6098,functional
34115,functional
12107,functional
24493,functional
16531,functional
7701,functional
30373,functional
2477,functional
43670,functional
8625,functional
67852,functional
39451,functional
5075,functional
46767,functional
49351,functional
56383,functional
22440,functional
69629,functional
4263,functional
49706,functional
55186,functional
5696,functional
58401,functional
59709,functional
39297,functional
19108,functional
17955,functional
23447,functional
23933,functional
64327,functional
48534,functional
37574,functional
35014,non functional
70292,non functional
14696,functional
68206,functional
53852,functional
14716,functional
25789,functional
22947,functional
42080,functional
37336,functional
309,functional
29925,functional
53896,functional
67935,functional
48724,functional
60341,functional
33720,functional
15885,functional
34738,functional
4969,functional
50452,functional
27481,functional
7734,functional
4979,functional
21178,functional
64335,functional
20553,functional
39829,functional
27612,functional
46831,functional
69275,functional
35309,functional
54588,functional
44245,functional
1814,functional
5051,non functional
36777,functional
60695,functional
35148,functional
12738,functional
71944,functional
52598,functional
36749,functional
58,non functional
2782,functional
3121,functional
68176,functional
31712,functional
64884,functional
13671,functional
17463,non functional
41495,functional
5371,functional
26511,functional
69359,functional
16562,functional
61531,functional
16841,functional
60305,functional
60381,functional
10455,functional
2371,functional
41127,functional
28373,functional
60154,functional
1942,functional
12205,functional
55314,functional
55893,functional
48904,functional
4546,functional
39558,functional
49653,functional
39155,functional
12106,functional
4207,functional
6189,functional
32663,functional
64314,functional
57167,non functional
54607,non functional
39981,functional
55534,functional
43479,functional
53743,functional
56530,functional
54755,non functional
28254,functional
14881,functional
72509,functional
38421,functional
58294,functional
22123,functional
65169,functional
54001,functional
15617,functional
49733,functional
8032,functional
52695,functional
24915,non functional
37005,functional
22349,non functional
47685,functional
9722,functional
42191,functional
1591,functional
1749,non functional
5328,functional
21706,functional
72641,functional
36576,functional
29593,functional
29747,functional
2589,functional
12772,functional
45968,functional
70721,functional
54752,functional
15196,functional
27491,functional
58886,functional
11452,non functional
68595,functional
17010,functional
32389,functional
70251,functional
28646,functional
64279,functional
23914,functional
15790,non functional
41259,functional
57303,functional
65477,functional
36115,functional
50503,functional
62604,functional
59230,functional
44320,functional
41079,functional
46936,functional
21611,functional
55628,functional
56387,functional
37448,functional
43859,non functional
67415,functional
4815,functional
68895,functional
7529,functional
42134,functional
25759,functional
10161,functional
68598,functional
65668,functional
35602,functional
21596,functional
10972,functional
34504,functional
33566,functional
44621,functional
71771,functional
20396,functional
46415,functional
13069,functional
12438,non functional
29991,functional
57016,functional
30747,non functional
17037,functional
59989,functional
57515,functional
30252,functional
68035,functional
26151,non functional
59485,functional
43995,functional
60209,functional
33950,functional
69205,functional
71438,functional
59701,functional
71737,functional
56498,functional
15268,functional
4932,functional
68591,functional
32203,functional
66855,functional
56575,functional
66689,functional
26201,functional
62446,functional
4285,functional
56425,functional
3294,functional
59793,functional
22124,functional
29314,functional
48488,non functional
45616,functional
61676,functional
70593,functional
71455,functional
15000,functional
37233,functional
1795,functional
7104,non functional
71818,functional
13527,functional
20332,functional
16943,functional
43641,functional
42880,functional
47758,functional
45459,functional
70080,functional
28446,functional
6610,functional
3554,functional
19103,functional
27372,functional
3735,functional
57310,functional
23690,functional
30119,functional
71776,functional
40418,functional
24816,functional
31418,functional
54922,functional
66417,functional
48550,functional
23063,functional
48021,functional
13873,functional
30356,functional
48082,functional
7421,functional
22275,functional
27332,functional
20951,functional
26713,functional
40360,non functional
43349,functional
28954,functional
2116,functional
50594,functional
22568,functional
17831,functional
36675,functional
59115,functional
46658,functional
47812,functional
18356,functional
2167,non functional
24037,functional
8176,functional
62817,functional
44223,functional
48211,functional
72329,functional
65035,functional
9044,functional
51633,functional
54844,functional
33149,functional
27362,functional
31148,functional
51273,functional
2769,functional
31711,non functional
31865,functional
30803,functional
45069,functional
10863,functional
46944,functional
33245,functional
47058,functional
31091,functional
21102,functional
60918,functional
15964,functional
48162,functional
23352,functional
6273,functional
21356,functional
13518,functional
67702,functional
42060,functional
34084,functional
39302,functional
6677,functional
60475,functional
58084,functional
27102,functional
49393,functional
32029,functional
2534,functional
29386,functional
72884,functional
49553,functional
52508,functional
34229,functional
19022,functional
6843,functional
27222,functional
13469,functional
66340,functional
20533,non functional
2638,functional
41245,functional
61688,functional
19508,functional
8407,functional
71177,functional
47394,functional
20283,functional
67526,functional
12304,functional
62540,functional
38544,functional
36281,functional
33503,functional
7085,functional
31584,non functional
24268,functional
32295,functional
56790,functional
37155,non functional
41842,functional
43939,functional
52426,functional
47664,functional
20760,functional
10490,functional
22461,functional
16069,functional
48598,functional
34799,functional
43548,functional
63173,functional
9774,functional
5586,functional
29407,functional
14925,functional
7545,functional
41183,functional
21300,functional
11250,functional
20863,functional
59895,functional
15152,functional
23013,functional
70529,functional
72551,functional
41945,functional
35464,functional
40170,functional
17958,functional
42310,functional
24925,functional
16288,functional
22892,non functional
53395,functional
71225,functional
7992,functional
26488,functional
29089,functional
57488,functional
42568,functional
62342,functional
6042,functional
50120,functional
14780,functional
65623,functional
17926,functional
25993,functional
27104,functional
54408,functional
36398,functional
67096,functional
47684,functional
73219,functional
49739,functional
40616,functional
68614,functional
2016,functional
5270,functional
41269,functional
34202,functional
22262,non functional
15408,functional
50064,functional
60181,functional
69782,functional
57210,functional
62568,functional
73904,functional
11940,functional
45124,functional
41573,functional
62667,functional
36172,functional
53569,functional
28618,functional
3664,functional
19947,functional
31071,functional
55861,functional
39255,functional
51942,functional
50790,functional
698,functional
21774,functional
11529,functional
55762,functional
31356,functional
20177,functional
26881,non functional
63444,non functional
38567,functional
68124,functional
50281,functional
48627,functional
56078,functional
31388,functional
7246,functional
33908,functional
13710,functional
4411,functional
6982,non functional
20296,non functional
24643,functional
38334,functional
41147,functional
1514,functional
29844,functional
25169,functional
10136,functional
59605,functional
56356,functional
68077,functional
27737,functional
44229,functional
69141,non functional
21189,functional
55070,functional
33842,functional
72361,functional
61231,functional
58156,functional
31210,functional
69881,functional
71904,functional
58848,functional
65644,functional
14807,functional
23825,functional
40376,non functional
8903,functional
46075,functional
30392,functional
41801,functional
47412,functional
35188,functional
34273,functional
13381,functional
36639,functional
37876,functional
62432,functional
16011,functional
35758,functional
46456,functional
19936,functional
54818,functional
30698,functional
43384,functional
22428,functional
62652,functional
10643,functional
51461,functional
25245,functional
12703,functional
69265,functional
30517,functional
27715,functional
1504,functional
41032,functional
57079,functional
41477,functional
37456,functional
63113,non functional
72360,non functional
7551,functional
19322,functional
499,non functional
6906,functional
68701,functional
57011,functional
64178,functional
68413,functional
8121,functional
42490,functional
30664,functional
4509,functional
26561,functional
9565,functional
66460,functional
29764,functional
6138,functional
54470,functional
13930,functional
46273,functional
31805,functional
522,functional
35945,functional
61346,functional
31897,functional
52291,functional
72256,functional
1291,functional
10315,functional
20699,functional
12157,functional
56563,functional
11608,functional
37509,functional
70547,functional
66064,functional
16523,functional
64533,functional
41554,functional
56419,functional
58628,functional
69701,functional
69347,non functional
59209,functional
67918,functional
8061,non functional
9841,non functional
63310,functional
65350,functional
44982,functional
18683,functional
13696,functional
10986,functional
59594,functional
67854,functional
30071,functional
71403,functional
17965,functional
64723,functional
8795,functional
29283,functional
47333,functional
51152,functional
61277,functional
45438,functional
35456,functional
58323,functional
58591,functional
47868,functional
8112,functional
44275,functional
39331,functional
50046,functional
44980,functional
22079,functional
18380,functional
60583,functional
43490,functional
8807,functional
5747,functional
43612,functional
17914,functional
13399,functional
67798,functional
22412,functional
35573,functional
57894,functional
46208,functional
38238,functional
34634,functional
55916,functional
44684,non functional
33002,functional
52177,functional
14719,functional
21400,functional
19517,functional
20607,functional
3932,non functional
3481,functional
21181,functional
14888,functional
59540,functional
35488,functional
13433,functional
63071,functional
72521,non functional
40848,functional
49705,functional
51192,functional
5217,functional
49051,functional
57482,functional
47095,functional
59635,functional
15497,functional
24011,functional
5577,functional
39850,functional
64109,functional
12837,functional
30574,functional
26739,functional
60625,functional
46602,functional
36742,functional
71633,functional
71052,functional
27476,functional
70095,functional
31557,functional
43472,functional
50305,functional
22292,functional
3190,functional
52905,functional
27084,functional
18937,functional
10267,functional
68003,non functional
1329,non functional
20002,functional
43332,functional
62311,functional
5406,functional
21572,functional
31085,functional
376,functional
59717,functional
7462,functional
9964,functional
69055,functional
51823,functional
15109,functional
27511,functional
63525,functional
73431,functional
33029,functional
52596,functional
43053,functional
49781,functional
3205,functional
62095,functional
30869,functional
9444,functional
23462,functional
25609,functional
34135,non functional
22653,functional
41366,functional
43502,functional
43365,functional
50209,functional
35435,functional
69755,functional
38659,functional
4189,functional
72364,functional
64657,functional
46469,functional
6947,non functional
5843,functional
21870,functional
43832,functional
40795,functional
239,functional
38647,functional
48412,functional
68511,functional
58736,functional
14276,functional
26025,functional
23427,functional
25224,functional
53274,functional
47911,functional
15658,functional
23520,functional
65249,functional
56702,functional
43405,functional
13672,functional
33163,functional
63981,functional
67643,functional
4825,functional
33878,functional
908,non functional
29056,functional
28164,functional
71766,functional
26527,functional
53553,functional
8986,functional
59512,functional
63839,functional
57699,functional
39865,functional
54012,functional
23234,functional
59224,functional
18106,functional
42100,functional
54352,functional
38494,functional
54136,functional
28323,functional
61153,functional
31314,functional
59612,functional
72580,functional
59020,functional
46270,functional
1112,functional
31293,functional
47926,functional
27006,functional
24877,functional
6880,functional
32627,functional
8787,functional
4066,functional
70433,functional
15056,functional
22780,functional
6864,functional
9682,functional
37414,functional
10722,functional
41787,functional
9604,functional
47715,functional
38934,functional
18174,functional
36756,functional
11775,functional
48714,functional
52679,functional
10541,functional
31915,functional
53960,functional
29446,functional
26128,functional
23103,functional
16615,functional
68353,functional
27870,functional
26353,functional
62751,functional
56958,functional
15665,functional
40087,functional
64304,functional
4818,functional
46095,functional
18229,functional
14411,functional
50379,functional
2557,functional
38997,functional
44115,functional
9614,functional
47370,functional
10664,functional
66315,functional
17913,functional
13550,functional
19300,functional
72985,functional
67104,functional
26006,functional
1111,functional
16306,functional
16675,functional
69371,functional
58484,functional
28451,functional
42797,functional
29014,functional
18971,functional
10338,functional
58504,functional
38726,non functional
62744,functional
67296,functional
36126,functional
69422,functional
73170,functional
4394,functional
39962,functional
71858,functional
60606,functional
30365,functional
71715,functional
73103,non functional
2185,non functional
46575,functional
20042,non functional
61107,functional
6111,functional
17409,functional
33077,functional
2519,functional
32596,functional
27621,functional
34672,functional
14821,functional
52174,functional
7291,functional
73044,functional
14159,functional
19526,functional
11163,functional
41706,functional
14363,functional
1677,functional
40762,functional
38982,functional
7718,functional
72846,functional
50181,functional
68800,functional
57173,functional
62350,functional
70546,functional
6529,functional
21442,functional
40064,functional
7899,functional
45488,functional
49472,functional
41199,functional
8261,functional
11563,functional
51295,functional
43493,functional
66826,functional
50342,functional
6473,functional
55749,functional
25079,functional
19823,functional
36578,functional
66180,functional
17114,functional
10824,functional
32974,functional
47691,functional
34188,functional
13881,functional
43786,non functional
67567,non functional
46747,functional
58369,functional
58889,functional
33600,functional
63862,functional
43283,functional
27564,functional
58996,functional
64953,functional
4202,functional
6524,functional
33165,functional
1081,functional
35549,functional
19917,functional
66923,non functional
50436,functional
32771,functional
35167,functional
31267,functional
16714,functional
13517,functional
47778,functional
33614,functional
72272,functional
4838,functional
32134,functional
23862,functional
72628,functional
14414,functional
46094,functional
33859,functional
48077,functional
31870,functional
14333,functional
59575,functional
24848,functional
64596,functional
41052,functional
65990,non functional
8307,functional
47536,functional
41198,functional
50254,functional
42235,functional
47315,functional
13665,functional
33111,functional
74249,functional
21903,functional
44286,functional
61791,functional
24456,functional
67489,non functional
51436,non functional
62603,functional
20761,functional
12733,functional
7719,functional
53940,functional
61786,functional
39842,functional
12818,functional
986,non functional
70758,functional
40891,functional
28079,functional
39634,functional
40039,functional
24845,functional
67125,functional
30785,functional
32091,functional
45410,functional
22633,functional
20435,functional
52673,functional
7802,non functional
68242,functional
23834,functional
39627,functional
8242,functional
73653,functional
14020,functional
7390,functional
22474,functional
39703,functional
4438,functional
17609,functional
14087,functional
62229,functional
44087,non functional
286,functional
41502,functional
46524,functional
19325,functional
32677,functional
33367,functional
8439,functional
6882,functional
34461,functional
11056,functional
37231,functional
33085,functional
25982,functional
17002,functional
35301,functional
70473,functional
38110,functional
71769,functional
5267,non functional
58173,non functional
12010,functional
41938,non functional
54865,functional
63415,functional
46862,functional
49729,functional
60151,functional
55659,functional
48763,functional
49589,functional
71439,functional
34268,functional
63875,functional
38514,functional
38648,functional
36619,functional
42178,functional
8051,functional
64033,functional
67594,functional
66552,non functional
6270,functional
37622,functional
7581,functional
59323,functional
54745,functional
71266,functional
12242,functional
15831,non functional
16239,functional
17052,functional
61636,functional
51255,non functional
49512,functional
30311,functional
28248,functional
38256,functional
26485,functional
18307,functional
58292,functional
57186,functional
64776,functional
35026,functional
17334,functional
33695,functional
67304,functional
42093,functional
2195,functional
14791,functional
44053,functional
30300,non functional
22790,functional
18402,functional
16545,functional
52053,functional
2929,functional
64731,functional
26920,non functional
10892,functional
58451,functional
47652,functional
23728,non functional
21114,functional
5647,functional
14,functional
11193,functional
40249,functional
38351,functional
9316,functional
43121,functional
52819,functional
68955,functional
60901,functional
14843,functional
32493,functional
41206,functional
49124,non functional
63355,functional
52188,functional
2286,functional
28381,non functional
46426,functional
7643,functional
29385,functional
5092,functional
49990,functional
21923,functional
24705,functional
69070,functional
55785,functional
11241,functional
72721,functional
5453,functional
72919,functional
14021,non functional
66787,functional
45127,functional
5604,non functional
45864,functional
66649,functional
40759,functional
56164,functional
60538,functional
54403,functional
60683,functional
15314,functional
61870,functional
11937,non functional
4195,functional
30705,functional
3858,functional
12892,functional
945,functional
71295,functional
72251,non functional
2925,functional
26909,functional
53362,functional
15485,non functional
34358,functional
29170,functional
34990,functional
14625,functional
8207,functional
30245,functional
66270,functional
24668,functional
57176,functional
8514,functional
39849,non functional
13877,functional
36801,functional
68050,functional
56695,functional
4152,non functional
59840,functional
1939,functional
61685,functional
48635,functional
21074,non functional
25444,functional
29267,functional
10088,functional
59502,functional
49129,functional
38994,functional
32207,non functional
65211,functional
38636,functional
8610,functional
48220,functional
20658,functional
38818,functional
24552,functional
55617,functional
18813,functional
3887,functional
63803,functional
25988,functional
55313,functional
59827,functional
8048,functional
59715,functional
612,functional
17971,functional
8577,functional
29284,functional
39263,functional
39615,functional
29733,functional
30591,functional
49548,functional
21527,functional
67483,functional
1768,non functional
39709,functional
22669,functional
47582,functional
2862,functional
47170,functional
43406,functional
33756,functional
8463,functional
7951,functional
57792,non functional
38160,functional
73602,functional
70767,functional
71701,non functional
26102,functional
25360,functional
66007,functional
74200,functional
34970,functional
6895,functional
60043,functional
6222,functional
21802,functional
50828,functional
40963,functional
13147,functional
7845,functional
3003,functional
54586,functional
59047,functional
38414,functional
25558,functional
48046,functional
58067,functional
57977,functional
6300,non functional
49887,functional
55477,functional
62856,functional
10843,non functional
72313,functional
42381,functional
50789,functional
47414,functional
44236,functional
48838,functional
43970,functional
67142,functional
56464,functional
36720,non functional
11070,functional
56711,functional
7544,functional
72299,functional
59216,functional
23756,functional
16005,non functional
12699,functional
52210,functional
61620,functional
41726,functional
7923,functional
57306,functional
67765,non functional
35289,functional
26253,functional
54529,functional
29453,functional
27825,functional
61285,functional
46185,functional
58575,functional
69077,functional
32105,functional
46471,non functional
31802,functional
54972,functional
40108,functional
50935,functional
32323,functional
16270,functional
21122,functional
44043,functional
1283,functional
57055,functional
62307,functional
50142,functional
22594,functional
15655,functional
39337,functional
26509,functional
58943,functional
64076,functional
64488,functional
568,functional
57564,functional
65321,functional
32380,functional
66965,non functional
25186,functional
53846,functional
25121,functional
21985,functional
53515,functional
24453,functional
16493,non functional
5903,functional
5491,functional
57883,functional
15425,functional
50451,functional
61753,functional
23384,functional
33853,functional
67972,functional
66534,functional
28176,functional
7680,functional
51455,functional
17394,functional
25825,functional
17651,functional
72398,functional
40008,functional
12049,functional
8601,functional
19569,functional
1676,functional
30504,functional
68665,functional
34456,functional
22954,non functional
26825,functional
25989,functional
62641,functional
12806,functional
14474,functional
67458,functional
21103,functional
65119,functional
74049,functional
67258,non functional
16319,functional
65094,non functional
64187,functional
68497,non functional
36077,functional
46547,functional
50961,functional
39203,functional
68095,functional
48415,functional
43983,functional
42921,functional
17778,functional
46927,functional
37687,functional
39567,functional
23280,functional
23944,functional
47735,functional
59882,functional
57313,functional
41790,functional
57605,functional
68122,functional
21932,functional
45868,functional
8319,functional
47090,functional
37380,functional
42633,functional
35112,functional
8279,functional
53837,functional
48626,functional
39773,non functional
56730,functional
12858,functional
45906,non functional
43127,functional
7278,functional
19109,functional
9528,functional
71598,functional
55287,functional
24358,functional
61503,functional
66332,functional
39978,functional
44947,functional
72144,functional
30154,functional
9239,functional
55411,functional
51794,functional
24024,non functional
29145,functional
3106,functional
63388,functional
13159,functional
29978,functional
1164,functional
47659,functional
37457,functional
32312,functional
22943,functional
32413,functional
28151,functional
38586,functional
1207,functional
35115,functional
3509,non functional
21157,functional
2478,functional
25200,functional
48643,functional
15070,functional
37480,functional
65638,functional
15438,functional
73050,functional
53706,functional
61325,functional
5399,functional
6465,functional
36014,functional
67975,functional
39857,functional
7098,functional
34409,functional
36856,non functional
62228,functional
28636,functional
71546,functional
33611,functional
67035,functional
51737,functional
44439,functional
45266,non functional
37026,functional
38962,functional
53549,functional
34031,functional
1687,functional
52090,functional
11034,functional
20183,functional
51797,functional
56191,functional
25048,functional
9013,functional
57074,functional
21345,functional
33955,functional
29035,non functional
50867,functional
12327,functional
69534,functional
30171,functional
18332,functional
25172,functional
69382,functional
42636,functional
1413,functional
72574,functional
37644,functional
8549,functional
39485,functional
30585,functional
32390,functional
62198,functional
63668,functional
14184,functional
7193,functional
52243,functional
59945,functional
58215,functional
1707,functional
65820,functional
22104,functional
16470,functional
37389,non functional
39894,functional
54600,functional
66848,functional
68051,functional
26216,functional
39324,functional
71197,functional
7006,functional
50938,functional
46275,functional
20459,non functional
63745,functional
9962,non functional
1681,functional
21529,functional
42212,functional
60473,functional
20372,functional
60593,functional
73148,functional
44576,functional
66933,functional
29890,functional
67042,functional
44726,functional
54312,functional
71662,functional
56699,functional
7738,functional
16542,functional
70955,functional
8455,functional
53874,functional
37,functional
976,non functional
40876,functional
38947,functional
11312,functional
49988,functional
56929,functional
30778,functional
24906,functional
22797,functional
3220,functional
16580,functional
9064,functional
50226,functional
53459,functional
51710,non functional
60666,non functional
15111,functional
57934,non functional
74245,functional
293,functional
2139,functional
61523,non functional
39644,functional
45028,functional
65339,functional
68155,functional
40392,functional
5488,functional
59992,functional
3933,functional
46686,functional
48389,functional
41887,functional
23203,functional
59652,functional
19999,functional
29057,functional
34775,functional
46209,functional
63717,non functional
38599,functional
41201,functional
14308,functional
39512,functional
44464,functional
50262,non functional
7812,functional
44340,functional
22221,non functional
37402,functional
41100,functional
2191,functional
24062,functional
16384,functional
37701,functional
34083,functional
17139,functional
17549,functional
27061,functional
47895,functional
51411,functional
22449,functional
61372,functional
24195,non functional
37174,functional
63122,functional
360,functional
2036,functional
65893,functional
48246,functional
18500,functional
6458,functional
11725,functional
55613,functional
50765,functional
38233,functional
69097,functional
13288,functional
54473,functional
33472,functional
30144,functional
60541,non functional
37982,functional
43851,non functional
29616,functional
56884,functional
50973,functional
19292,functional
14416,functional
6573,functional
30247,functional
71050,functional
3158,functional
5044,functional
62119,functional
7323,functional
11400,functional
66947,functional
29069,functional
67337,functional
21699,functional
27661,functional
57655,functional
34205,functional
48625,functional
16525,functional
67572,functional
1612,functional
59386,functional
73589,functional
65056,functional
58240,functional
11556,functional
70450,functional
24362,non functional
50387,functional
4601,functional
70273,functional
69921,functional
57925,functional
23973,functional
55296,functional
21281,functional
26891,non functional
63320,functional
28374,functional
37726,functional
51894,functional
26969,non functional
45885,non functional
37745,functional
32173,functional
35431,functional
55961,functional
62230,functional
57561,functional
39593,functional
6232,functional
47507,functional
42938,functional
55340,functional
34058,functional
8037,functional
44777,functional
17812,functional
44860,functional
72528,functional
66212,functional
44337,functional
14601,functional
46005,functional
71705,non functional
17013,functional
55804,functional
58096,functional
45500,functional
55739,functional
21656,functional
65341,functional
13784,functional
46143,functional
9214,functional
22379,functional
37079,functional
2779,functional
28003,functional
26492,functional
24304,functional
56346,functional
71025,functional
44631,functional
9460,functional
45631,functional
19514,functional
52617,functional
4213,functional
57592,functional
44387,non functional
21804,functional
60569,functional
18502,functional
9816,functional
73842,non functional
33693,functional
23400,functional
52860,functional
17417,functional
70232,functional
44071,functional
57440,non functional
40568,functional
50613,functional
53373,functional
43537,functional
418,functional
35425,functional
18526,non functional
39663,functional
68002,functional
21061,functional
33371,functional
68737,functional
15406,functional
43235,functional
40428,functional
20882,functional
65930,functional
23023,non functional
11075,functional
73332,functional
36855,functional
32298,functional
39350,functional
65624,functional
18244,functional
36651,functional
68722,functional
15796,functional
12926,functional
1361,functional
73064,non functional
66291,non functional
30642,functional
18223,functional
1271,functional
47798,non functional
14435,functional
70116,functional
62833,functional
21786,functional
5686,functional
65577,functional
8235,non functional
65334,functional
26422,functional
5221,functional
33742,non functional
15113,functional
20021,functional
10968,functional
37645,functional
46801,functional
42681,functional
10618,functional
41513,functional
16539,functional
11969,functional
2070,non functional
14106,functional
1931,functional
21561,functional
15088,functional
39675,functional
64632,functional
22802,functional
20208,functional
42717,functional
12594,functional
60913,functional
42050,functional
6973,functional
17457,functional
54619,functional
52675,functional
27072,functional
7849,functional
62488,functional
13032,functional
21690,functional
56415,functional
62683,functional
35693,functional
25763,functional
72950,functional
37896,functional
54366,functional
43971,functional
2467,functional
72516,functional
41746,functional
9802,functional
73506,functional
5285,non functional
16827,functional
18637,functional
62010,functional
7242,functional
46232,functional
19179,functional
14255,functional
32278,functional
21183,functional
61650,functional
59417,functional
66902,functional
70705,functional
10378,functional
61840,functional
26069,functional
27627,functional
29521,functional
22080,functional
42316,functional
62809,functional
54281,functional
26936,functional
48466,functional
11104,functional
66914,functional
63887,functional
21757,functional
34779,functional
21700,functional
7268,functional
51233,functional
37499,functional
59693,functional
809,functional
28332,non functional
33752,functional
65426,functional
44628,functional
46639,functional
11895,functional
54493,functional
67476,functional
15774,functional
4143,functional
42584,functional
26078,functional
52117,functional
66364,functional
39422,functional
11368,functional
63125,functional
34139,functional
37872,functional
34168,functional
45135,functional
56331,functional
73691,non functional
26600,functional
58388,functional
21552,functional
12509,functional
36976,functional
28101,functional
60255,functional
33398,functional
44973,functional
50712,non functional
5430,functional
14650,functional
50744,functional
29167,functional
44551,functional
16281,functional
23998,functional
42149,functional
50554,functional
58167,non functional
14894,functional
2140,functional
46147,functional
46030,functional
29541,functional
69454,functional
65110,functional
8860,functional
71309,functional
51449,functional
42087,functional
34985,functional
6754,functional
61225,functional
74143,functional
22223,functional
17078,non functional
55822,functional
70421,functional
62747,functional
70057,functional
11752,functional
44165,functional
52152,functional
26850,functional
13600,functional
34401,functional
53900,functional
27036,functional
47864,functional
14057,non functional
24223,functional
53430,functional
4891,functional
33808,functional
39013,functional
2190,non functional
68867,non functional
66858,functional
55510,functional
33340,functional
47603,functional
14297,non functional
34285,non functional
58070,functional
63460,functional
28421,functional
14274,functional
13695,functional
55545,functional
54022,functional
73875,functional
44027,functional
59222,functional
64316,functional
47702,functional
45022,functional
69232,functional
32533,functional
11375,functional
30430,functional
51578,functional
3534,functional
47508,non functional
63630,functional
26671,functional
11259,functional
36185,functional
36500,functional
27563,functional
2867,functional
9370,functional
66898,functional
894,functional
43172,functional
61008,functional
24562,functional
74138,non functional
43953,functional
14738,functional
61959,functional
16485,functional
39284,functional
49101,functional
34517,functional
6346,functional
72650,functional
5677,functional
24347,functional
26503,non functional
48360,functional
7382,non functional
28706,functional
30674,functional
68709,functional
68555,functional
2891,functional
8325,functional
21525,non functional
54970,functional
20452,functional
13707,functional
48742,functional
10004,functional
64844,functional
30482,functional
54847,functional
22657,functional
9243,functional
1857,functional
35742,functional
5800,functional
60514,functional
27127,functional
71753,functional
51047,functional
53104,functional
58724,functional
42604,functional
41814,functional
29197,functional
62221,functional
45377,functional
26715,functional
61468,functional
25038,functional
18149,functional
36657,functional
59813,functional
65365,functional
44055,non functional
70621,functional
2247,functional
6935,functional
60547,functional
24055,functional
1312,functional
10331,functional
7062,functional
22851,functional
28423,functional
54622,functional
16920,functional
33310,functional
22136,functional
19356,functional
71628,functional
